compound_id,name
3505,Organooxygen compound
3505,Carbonyl group
3505,Alcohol
3505,Aromatic heteropolycyclic compound
3506,Flavonoid-3-o-glycoside
3506,Methoxyflavonoid skeleton
3506,6-methoxyflavonoid-skeleton
3506,3p-methoxyflavonoid-skeleton
3506,Hydroxyflavonoid
3506,Flavone
3506,7-hydroxyflavonoid
3506,5-hydroxyflavonoid
3506,4'-hydroxyflavonoid
3506,Cinnamic acid ester
3506,Hydroxycinnamic acid or derivatives
3506,Coumaric acid or derivatives
3506,Cinnamic acid or derivatives
3506,O-glycosyl compound
3506,Glycosyl compound
3506,Disaccharide
3506,Chromone
3506,1-benzopyran
3506,Methoxyphenol
3506,Benzopyran
3506,Phenylpropene
3506,Methoxybenzene
3506,Styrene
3506,Resorcinol
3506,Phenol ether
3506,Anisole
3506,Pyranone
3506,Phenol
3506,Fatty acid ester
3506,Alkyl aryl ether
3506,Fatty acyl
3506,Benzenoid
3506,Pyran
3506,Oxane
3506,Saccharide
3506,Monocyclic benzene moiety
3506,Heteroaromatic compound
3506,Vinylogous acid
3506,"Alpha,beta-unsaturated carboxylic ester"
3506,Enoate ester
3506,Tertiary alcohol
3506,Oxolane
3506,Secondary alcohol
3506,Carboxylic acid ester
3506,"1,2-diol"
3506,Oxacycle
3506,Organoheterocyclic compound
3506,Monocarboxylic acid or derivatives
3506,Ether
3506,Carboxylic acid derivative
3506,Acetal
3506,Hydrocarbon derivative
3506,Primary alcohol
3506,Organooxygen compound
3506,Carbonyl group
3506,Alcohol
3506,Aromatic heteropolycyclic compound
3507,4p-methoxyflavonoid-skeleton
3507,Hydroxyflavonoid
3507,Flavone
3507,7-hydroxyflavonoid
3507,3'-hydroxyflavonoid
3507,Chromone
3507,1-benzopyran
3507,Methoxyphenol
3507,Benzopyran
3507,Methoxybenzene
3507,Phenol ether
3507,Anisole
3507,Pyranone
3507,Phenol
3507,Alkyl aryl ether
3507,Benzenoid
3507,Pyran
3507,Monocyclic benzene moiety
3507,Heteroaromatic compound
3507,Oxacycle
3507,Organoheterocyclic compound
3507,Ether
3507,Hydrocarbon derivative
3507,Organooxygen compound
3507,Aromatic heteropolycyclic compound
3509,Ketone
3509,Hydrocarbon derivative
3509,Aliphatic acyclic compound
3510,Dialkyl peroxide
3510,Hydrocarbon derivative
3510,Aliphatic acyclic compound
3514,Homogeneous alkaline earth metal
3514,Inorganic cation
3514,Acyclic compound
3517,Homogeneous transition metal
3517,Inorganic cation
3517,Acyclic compound
3519,Homogeneous alkaline earth metal
3519,Inorganic cation
3519,Acyclic compound
3522,Homogeneous alkali metal
3522,Inorganic cation
3522,Acyclic compound
3524,Homogeneous alkali metal
3524,Inorganic cation
3524,Acyclic compound
3555,Purine ribonucleoside
3555,N-glycosyl compound
3555,Glycosyl compound
3555,6-aminopurine
3555,Purine
3555,Imidazopyrimidine
3555,Aminopyrimidine
3555,Imidolactam
3555,Pyrimidine
3555,Primary aromatic amine
3555,N-substituted imidazole
3555,Monosaccharide
3555,Saccharide
3555,Heteroaromatic compound
3555,Oxolane
3555,Imidazole
3555,Azole
3555,Secondary alcohol
3555,"1,2-diol"
3555,Oxacycle
3555,Azacycle
3555,Organoheterocyclic compound
3555,Ether
3555,Hydrocarbon derivative
3555,Primary amine
3555,Primary alcohol
3555,Organooxygen compound
3555,Organonitrogen compound
3555,Amine
3555,Alcohol
3555,Aromatic heteropolycyclic compound
3571,Homogeneous post-transition metal
3571,Inorganic cation
3571,Acyclic compound
3572,Aniline
3572,Primary aromatic amine
3572,Hydrocarbon derivative
3572,Primary amine
3572,Organonitrogen compound
3572,Amine
3572,Aromatic homomonocyclic compound
3576,Homogeneous metalloid
3576,Inorganic cation
3576,Acyclic compound
3582,Homogeneous transition metal
3582,Inorganic cation
3582,Acyclic compound
3583,Homogeneous transition metal
3583,Inorganic cation
3583,Acyclic compound
3592,Dialkylthioether
3592,Sulfenyl compound
3592,Hydrocarbon derivative
3592,Aliphatic acyclic compound
3595,Dialkylthioether
3595,Sulfenyl compound
3595,Hydrocarbon derivative
3595,Aliphatic acyclic compound
3599,Estrogen-skeleton
3599,17-hydroxysteroid
3599,Hydroxysteroid
3599,3-hydroxysteroid
3599,Phenanthrene
3599,Tetralin
3599,Benzenoid
3599,Ynone
3599,Tertiary alcohol
3599,Cyclic alcohol
3599,Hydrocarbon derivative
3599,Organooxygen compound
3599,Alcohol
3599,Aromatic homopolycyclic compound
3604,N-acyl-aliphatic-alpha amino acid
3604,D-alpha-amino acid
3604,Alpha-amino acid
3604,Amino fatty acid
3604,Fatty acyl
3604,Fatty acid
3604,Dicarboxylic acid or derivatives
3604,"Organic 1,3-dipolar compound"
3604,"Propargyl-type 1,3-dipolar organic compound"
3604,Carboxylic acid
3604,Carboximidic acid derivative
3604,Carboximidic acid
3604,Alkylthiol
3604,Hydrocarbon derivative
3604,Primary amine
3604,Organosulfur compound
3604,Organooxygen compound
3604,Organonitrogen compound
3604,Primary aliphatic amine
3604,Carbonyl group
3604,Amine
3604,Aliphatic acyclic compound
3619,N-acyl-aliphatic-alpha amino acid
3619,3-phenylpropanoic-acid
3619,D-alpha-amino acid
3619,Amphetamine or derivatives
3619,Alpha-amino acid
3619,Amino fatty acid
3619,Fatty acyl
3619,Benzenoid
3619,Dicarboxylic acid or derivatives
3619,Monocyclic benzene moiety
3619,"Organic 1,3-dipolar compound"
3619,"Propargyl-type 1,3-dipolar organic compound"
3619,Carboxylic acid
3619,Carboximidic acid derivative
3619,Carboximidic acid
3619,Hydrocarbon derivative
3619,Primary amine
3619,Organooxygen compound
3619,Organonitrogen compound
3619,Primary aliphatic amine
3619,Carbonyl group
3619,Amine
3619,Aromatic homomonocyclic compound
3631,Homogeneous metalloid
3631,Inorganic cation
3631,Acyclic compound
3633,Purine ribonucleoside
3633,N-glycosyl compound
3633,Glycosyl compound
3633,Purine
3633,Imidazopyrimidine
3633,Hydroxypyrimidine
3633,Pyrimidine
3633,N-substituted imidazole
3633,Monosaccharide
3633,Saccharide
3633,Heteroaromatic compound
3633,Oxolane
3633,Imidazole
3633,Azole
3633,Secondary alcohol
3633,"1,2-diol"
3633,Oxacycle
3633,Azacycle
3633,Organoheterocyclic compound
3633,Ether
3633,Hydrocarbon derivative
3633,Primary alcohol
3633,Organooxygen compound
3633,Organonitrogen compound
3633,Alcohol
3633,Aromatic heteropolycyclic compound
3637,Homogeneous transition metal
3637,Inorganic cation
3637,Acyclic compound
3654,Homogeneous transition metal
3654,Inorganic cation
3654,Acyclic compound
3655,L-alpha-amino acid
3655,Amino fatty acid
3655,Fatty acyl
3655,Fatty acid
3655,Monocarboxylic acid or derivatives
3655,Carboxylic acid
3655,Hydrocarbon derivative
3655,Primary amine
3655,Organooxygen compound
3655,Organonitrogen compound
3655,Primary aliphatic amine
3655,Carbonyl group
3655,Amine
3655,Aliphatic acyclic compound
3714,Homogeneous metalloid
3714,Inorganic cation
3714,Acyclic compound
3719,Homogeneous metalloid
3719,Inorganic cation
3719,Acyclic compound
3723,Miscellaneous mixed metal/non-metal
3723,Inorganic cation
3723,Acyclic compound
3730,Homogeneous transition metal
3730,Inorganic cation
3730,Acyclic compound
3763,Homogeneous metalloid
3763,Inorganic cation
3763,Acyclic compound
3764,Homogeneous metalloid
3764,Inorganic cation
3764,Acyclic compound
3765,Homogeneous alkaline earth metal
3765,Inorganic cation
3765,Acyclic compound
3767,Homogeneous transition metal
3767,Inorganic cation
3767,Acyclic compound
3771,Homogeneous halogen
3771,Inorganic anion
3771,Acyclic compound
3778,Homogeneous post-transition metal
3778,Inorganic cation
3778,Acyclic compound
3781,Homogeneous transition metal
3781,Inorganic mercury compound
3781,Inorganic cation
3781,Acyclic compound
3784,Homogeneous alkali metal
3784,Inorganic cation
3784,Acyclic compound
3787,Homogeneous alkaline earth metal
3787,Inorganic cation
3787,Acyclic compound
3788,Homogeneous transition metal
3788,Inorganic cation
3788,Acyclic compound
3790,Homogeneous transition metal
3790,Inorganic cation
3790,Acyclic compound
3791,Homogeneous transition metal
3791,Inorganic cation
3791,Acyclic compound
3793,Homogeneous transition metal
3793,Inorganic cation
3793,Acyclic compound
3812,Non-metal nitrate
3812,Inorganic oxide
3812,Inorganic salt
3812,Inorganic cation
3812,Acyclic compound
3909,Homogeneous other non metal
3909,Amine
3909,Acyclic compound
3950,Hypoxanthine
3950,Hydroxypyrimidine
3950,Pyrimidine
3950,Heteroaromatic compound
3950,Imidazole
3950,Azole
3950,Azacycle
3950,Hydrocarbon derivative
3950,Organooxygen compound
3950,Organonitrogen compound
3950,Aromatic heteropolycyclic compound
3959,Hydrocarbon derivative
3959,Primary aliphatic amine
3959,Aliphatic acyclic compound
3969,Nicotine
3969,Alkaloid or derivatives
3969,Pyrrolidinylpyridine
3969,Aralkylamine
3969,N-alkylpyrrolidine
3969,Pyridine
3969,Heteroaromatic compound
3969,Pyrrolidine
3969,Tertiary aliphatic amine
3969,Tertiary amine
3969,Azacycle
3969,Organoheterocyclic compound
3969,Hydrocarbon derivative
3969,Organonitrogen compound
3969,Amine
3969,Aromatic heteromonocyclic compound
3992,Cyclitol derivative
3992,Secondary alcohol
3992,Polyol
3992,"1,2-diol"
3992,Monocarboxylic acid or derivatives
3992,Carboxylic acid
3992,Carboxylic acid derivative
3992,Hydrocarbon derivative
3992,Carbonyl group
3992,Aliphatic homomonocyclic compound
4044,Long-chain fatty acid
4044,Straight chain fatty acid
4044,Monocarboxylic acid or derivatives
4044,Carboxylic acid
4044,Carboxylic acid derivative
4044,Hydrocarbon derivative
4044,Organooxygen compound
4044,Carbonyl group
4044,Aliphatic acyclic compound
4091,Phenylacetate
4091,Tropane alkaloid
4091,Beta-hydroxy acid
4091,N-alkylpyrrolidine
4091,Piperidine
4091,Hydroxy acid
4091,Pyrrolidine
4091,Tertiary aliphatic amine
4091,Tertiary amine
4091,Carboxylic acid ester
4091,Azacycle
4091,Organoheterocyclic compound
4091,Monocarboxylic acid or derivatives
4091,Ether
4091,Carboxylic acid derivative
4091,Hydrocarbon derivative
4091,Primary alcohol
4091,Organooxygen compound
4091,Organonitrogen compound
4091,Carbonyl group
4091,Amine
4091,Alcohol
4091,Aromatic heteropolycyclic compound
4182,Homogeneous alkali metal
4182,Inorganic cation
4182,Acyclic compound
4189,Homogeneous transition metal
4189,Inorganic cation
4189,Acyclic compound
4190,Homogeneous transition metal
4190,Inorganic cation
4190,Acyclic compound
4218,L-alpha-amino acid
4218,Imidazolyl carboxylic acid derivative
4218,Heteroaromatic compound
4218,Quaternary ammonium salt
4218,Imidazole
4218,Azole
4218,Carboxylic acid salt
4218,Azacycle
4218,Organoheterocyclic compound
4218,Arylthiol
4218,Monocarboxylic acid or derivatives
4218,Carboxylic acid
4218,Hydrocarbon derivative
4218,Organic salt
4218,Organosulfur compound
4218,Organooxygen compound
4218,Organonitrogen compound
4218,Carbonyl group
4218,Amine
4218,Organic zwitterion
4218,Aromatic heteromonocyclic compound
4223,Hypoxanthine
4223,6-oxopurine
4223,Pyrimidone
4223,Pyrimidine
4223,Primary aromatic amine
4223,Heteroaromatic compound
4223,Vinylogous amide
4223,Imidazole
4223,Azole
4223,Azacycle
4223,Hydrocarbon derivative
4223,Primary amine
4223,Organooxygen compound
4223,Organonitrogen compound
4223,Amine
4223,Aromatic heteropolycyclic compound
4235,Serotonin
4235,Hydroxyindole
4235,Indole
4235,Anisole
4235,Aralkylamine
4235,Alkyl aryl ether
4235,Benzenoid
4235,Substituted pyrrole
4235,Heteroaromatic compound
4235,Acetamide
4235,Pyrrole
4235,Secondary carboxylic acid amide
4235,Carboxamide group
4235,Azacycle
4235,Ether
4235,Carboxylic acid derivative
4235,Carboxylic acid amide
4235,Hydrocarbon derivative
4235,Organooxygen compound
4235,Organonitrogen compound
4235,Carbonyl group
4235,Aromatic heteropolycyclic compound
4246,Silicate
4246,Inorganic metalloid salt
4246,Acyclic compound
4271,Monosaccharide
4271,Beta-hydroxy ketone
4271,Beta-ketoaldehyde
4271,Acyloin
4271,Alpha-hydroxy ketone
4271,Secondary alcohol
4271,Polyol
4271,Ketone
4271,"1,2-diol"
4271,Hydrocarbon derivative
4271,Primary alcohol
4271,Carbonyl group
4271,Alcohol
4271,Aliphatic acyclic compound
4278,Porphyrin
4278,Substituted pyrrole
4278,Dicarboxylic acid or derivatives
4278,Heteroaromatic compound
4278,Pyrrole
4278,Azacycle
4278,Carboxylic acid
4278,Carboxylic acid derivative
4278,Hydrocarbon derivative
4278,Organooxygen compound
4278,Organonitrogen compound
4278,Carbonyl group
4278,Organic anion
4278,Aromatic heteropolycyclic compound
4280,Monosaccharide
4280,Beta-hydroxy ketone
4280,Beta-ketoaldehyde
4280,Acyloin
4280,Alpha-hydroxy ketone
4280,Secondary alcohol
4280,Polyol
4280,Ketone
4280,"1,2-diol"
4280,Hydrocarbon derivative
4280,Primary alcohol
4280,Carbonyl group
4280,Alcohol
4280,Aliphatic acyclic compound
4282,Cyclitol derivative
4282,Cyclohexanol
4282,Secondary alcohol
4282,Polyol
4282,"1,2-diol"
4282,Ether
4282,Dialkyl ether
4282,Hydrocarbon derivative
4282,Aliphatic homomonocyclic compound
4288,Very long-chain fatty acid
4288,Unsaturated fatty acid
4288,Straight chain fatty acid
4288,Monocarboxylic acid or derivatives
4288,Carboxylic acid
4288,Carboxylic acid derivative
4288,Hydrocarbon derivative
4288,Organooxygen compound
4288,Carbonyl group
4288,Aliphatic acyclic compound
4433,Pyrimidone
4433,Aminopyrimidine
4433,Imidolactam
4433,Primary aromatic amine
4433,Hydropyrimidine
4433,Heteroaromatic compound
4433,Azacycle
4433,Hydrocarbon derivative
4433,Primary amine
4433,Organooxygen compound
4433,Organonitrogen compound
4433,Amine
4433,Aromatic heteromonocyclic compound
4484,Tirucallane-euphane triterpenoid
4484,3-beta-hydroxysteroid
4484,Hydroxysteroid
4484,3-hydroxysteroid
4484,Steroid
4484,Cyclic alcohol
4484,Secondary alcohol
4484,Hydrocarbon derivative
4484,Organooxygen compound
4484,Alcohol
4484,Aliphatic homopolycyclic compound
4531,Oxane
4531,Saccharide
4531,Secondary alcohol
4531,Oxacycle
4531,Ether
4531,Dialkyl ether
4531,Hydrocarbon derivative
4531,Organooxygen compound
4531,Alcohol
4531,Aliphatic heteromonocyclic compound
4535,Oxane
4535,Saccharide
4535,Secondary alcohol
4535,Oxacycle
4535,Ether
4535,Dialkyl ether
4535,Hydrocarbon derivative
4535,Organooxygen compound
4535,Alcohol
4535,Aliphatic heteromonocyclic compound
4550,O-benzoquinone
4550,Hydrocarbon derivative
4550,Aliphatic homomonocyclic compound
4615,Tirucallane-euphane triterpenoid
4615,3-beta-hydroxysteroid
4615,Hydroxysteroid
4615,3-hydroxysteroid
4615,Steroid
4615,Cyclic alcohol
4615,Secondary alcohol
4615,Hydrocarbon derivative
4615,Organooxygen compound
4615,Alcohol
4615,Aliphatic homopolycyclic compound
4649,Steroidal saponin
4649,Furostane-skeleton
4649,Oligosaccharide
4649,Hydroxysteroid
4649,2-hydroxysteroid
4649,Fatty acyl glycoside
4649,Alkyl glycoside
4649,O-glycosyl compound
4649,Glycosyl compound
4649,Fatty acyl
4649,Oxane
4649,Saccharide
4649,Oxolane
4649,Cyclic alcohol
4649,Secondary alcohol
4649,Polyol
4649,"1,2-diol"
4649,Oxacycle
4649,Organoheterocyclic compound
4649,Ether
4649,Acetal
4649,Hydrocarbon derivative
4649,Primary alcohol
4649,Organooxygen compound
4649,Alcohol
4649,Aliphatic heteropolycyclic compound
4677,Long-chain fatty acid
4677,Straight chain fatty acid
4677,Monocarboxylic acid or derivatives
4677,Carboxylic acid
4677,Carboxylic acid derivative
4677,Hydrocarbon derivative
4677,Organooxygen compound
4677,Carbonyl group
4677,Aliphatic acyclic compound
4684,Tirucallane-euphane triterpenoid
4684,Hydroxysteroid
4684,3-hydroxysteroid
4684,Steroid
4684,Cyclic alcohol
4684,Secondary alcohol
4684,Hydrocarbon derivative
4684,Primary alcohol
4684,Organooxygen compound
4684,Alcohol
4684,Aliphatic homopolycyclic compound
4717,Nicotine
4717,Alkaloid or derivatives
4717,Pyrrolidinylpyridine
4717,Aralkylamine
4717,N-alkylpyrrolidine
4717,2-pyrrolidone
4717,Pyrrolidone
4717,Pyridine
4717,Heteroaromatic compound
4717,Tertiary carboxylic acid amide
4717,Pyrrolidine
4717,Tertiary amine
4717,Lactam
4717,Carboxamide group
4717,Azacycle
4717,Organoheterocyclic compound
4717,Carboxylic acid derivative
4717,Hydrocarbon derivative
4717,Organooxygen compound
4717,Organonitrogen compound
4717,Carbonyl group
4717,Amine
4717,Aromatic heteromonocyclic compound
4725,Tertiary carboxylic acid amide
4725,Tertiary amine
4725,Hydrocarbon derivative
4725,Organooxygen compound
4725,Organonitrogen compound
4725,Amine
4725,Aliphatic acyclic compound
4880,N-arylpiperazine
4880,Phenylpiperazine
4880,Quinolone
4880,Tetrahydroquinolone
4880,Tetrahydroquinoline
4880,Dialkylarylamine
4880,"1,2-dichlorobenzene"
4880,Aralkylamine
4880,N-alkylpiperazine
4880,Halobenzene
4880,Chlorobenzene
4880,Aniline
4880,Alkyl aryl ether
4880,Benzenoid
4880,Monocyclic benzene moiety
4880,Aryl halide
4880,Aryl chloride
4880,Tertiary aliphatic amine
4880,Tertiary amine
4880,Secondary carboxylic acid amide
4880,Lactam
4880,Carboxamide group
4880,Azacycle
4880,Ether
4880,Carboxylic acid derivative
4880,Carboxylic acid amide
4880,Hydrocarbon derivative
4880,Organooxygen compound
4880,Organonitrogen compound
4880,Organochloride
4880,Organohalogen compound
4880,Carbonyl group
4880,Amine
4880,Aromatic heteropolycyclic compound
5117,O-glycosyl compound
5117,Disaccharide
5117,Oxane
5117,Secondary alcohol
5117,"1,2-diol"
5117,Oxacycle
5117,Organoheterocyclic compound
5117,Ether
5117,Dialkyl ether
5117,Acetal
5117,Hydrocarbon derivative
5117,Primary alcohol
5117,Alcohol
5117,Aliphatic heteromonocyclic compound
5118,Oxepane
5118,Oxane
5118,Monosaccharide
5118,Meta-dioxolane
5118,Secondary alcohol
5118,Polyol
5118,"1,2-diol"
5118,Oxacycle
5118,Ether
5118,Acetal
5118,Hydrocarbon derivative
5118,Organooxygen compound
5118,Alcohol
5118,Aliphatic heteropolycyclic compound
5127,Hydroxy fatty acid
5127,Methyl-branched fatty acid
5127,Short-chain hydroxy acid
5127,Branched fatty acid
5127,Beta-hydroxy acid
5127,Hydroxy acid
5127,Tertiary alcohol
5127,Monocarboxylic acid or derivatives
5127,Carboxylic acid
5127,Carboxylic acid derivative
5127,Hydrocarbon derivative
5127,Primary alcohol
5127,Organooxygen compound
5127,Carbonyl group
5127,Alcohol
5127,Aliphatic acyclic compound
5129,Dialkylarylamine
5129,Aniline
5129,Benzenoid
5129,Monocyclic benzene moiety
5129,Hydrocarbon derivative
5129,Aromatic homomonocyclic compound
5275,Hydrocarbon derivative
5275,Primary aliphatic amine
5275,Aliphatic acyclic compound
5303,Phenylpropane
5303,Cumene
5303,Phenol
5303,Hydrocarbon derivative
5303,Organooxygen compound
5303,Aromatic homomonocyclic compound
5353,Curcumin
5353,Gingerdione
5353,Methoxyphenol
5353,Methoxybenzene
5353,Phenol ether
5353,Anisole
5353,"1,3-diketone"
5353,Phenol
5353,Alkyl aryl ether
5353,Benzenoid
5353,"1,3-dicarbonyl compound"
5353,Monocyclic benzene moiety
5353,Ketone
5353,Ether
5353,Hydrocarbon derivative
5353,Organooxygen compound
5353,Carbonyl group
5353,Aromatic homomonocyclic compound
5375,Cholesterol-skeleton
5375,Cholesterol
5375,3-beta-hydroxysteroid
5375,3-beta-hydroxy-delta-5-steroid
5375,Hydroxysteroid
5375,3-hydroxysteroid
5375,3-hydroxy-delta-5-steroid
5375,Delta-5-steroid
5375,Cyclic alcohol
5375,Secondary alcohol
5375,Hydrocarbon derivative
5375,Organooxygen compound
5375,Alcohol
5375,Aliphatic homopolycyclic compound
5404,Alpha-amino acid or derivatives
5404,Tertiary amine
5404,Guanidine
5404,Carboximidamide
5404,Monocarboxylic acid or derivatives
5404,Carboxylic acid
5404,Hydrocarbon derivative
5404,Organooxygen compound
5404,Organonitrogen compound
5404,Imine
5404,Carbonyl group
5404,Amine
5404,Aliphatic acyclic compound
5417,Guanidine
5417,Carboximidamide
5417,Hydrocarbon derivative
5417,Imine
5417,Aliphatic acyclic compound
6132,Cyclic ketone
6132,Hydrocarbon derivative
6132,Aliphatic homomonocyclic compound
6181,Menthane monoterpenoid
6181,Monocyclic monoterpenoid
6181,Cycloalkane
6181,Hydrocarbon
6181,Aliphatic homomonocyclic compound
6220,Long chain fatty alcohol
6220,Hydrocarbon derivative
6220,Primary alcohol
6220,Organooxygen compound
6220,Alcohol
6220,Aliphatic acyclic compound
6232,Serotonin
6232,Indolyl carboxylic acid derivative
6232,Hydroxyindole
6232,Alpha-amino acid or derivatives
6232,Alpha-amino acid
6232,Indole
6232,Aralkylamine
6232,Amino fatty acid
6232,Fatty acyl
6232,Benzenoid
6232,Substituted pyrrole
6232,Heteroaromatic compound
6232,Pyrrole
6232,Azacycle
6232,Monocarboxylic acid or derivatives
6232,Carboxylic acid
6232,Carboxylic acid derivative
6232,Hydrocarbon derivative
6232,Primary amine
6232,Organooxygen compound
6232,Organonitrogen compound
6232,Primary aliphatic amine
6232,Carbonyl group
6232,Amine
6232,Aromatic heteropolycyclic compound
6398,Sphingoid base
6398,Secondary alcohol
6398,"Organic 1,3-dipolar compound"
6398,"Propargyl-type 1,3-dipolar organic compound"
6398,Carboximidic acid derivative
6398,Carboximidic acid
6398,Hydrocarbon derivative
6398,Primary alcohol
6398,Organooxygen compound
6398,Organonitrogen compound
6398,Alcohol
6398,Aliphatic acyclic compound
6400,Alpha peptide
6400,N-acyl-aliphatic-alpha amino acid
6400,N-acyl-alpha amino acid or derivatives
6400,N-acyl-alpha-amino acid
6400,Alpha-amino acid amide
6400,Alpha-amino acid or derivatives
6400,N-substituted-alpha-amino acid
6400,Secondary carboxylic acid amide
6400,Carboxamide group
6400,Monocarboxylic acid or derivatives
6400,Carboxylic acid
6400,Carboxylic acid amide
6400,Hydrocarbon derivative
6400,Primary amine
6400,Organooxygen compound
6400,Organonitrogen compound
6400,Primary aliphatic amine
6400,Carbonyl group
6400,Amine
6400,Aliphatic acyclic compound
6427,Hydroxypyrimidine
6427,Heteroaromatic compound
6427,Azacycle
6427,Hydrocarbon derivative
6427,Organooxygen compound
6427,Organonitrogen compound
6427,Aromatic heteromonocyclic compound
6454,Sugar alcohol
6454,Secondary alcohol
6454,Polyol
6454,"1,2-diol"
6454,Hydrocarbon derivative
6454,Primary alcohol
6454,Alcohol
6454,Aliphatic acyclic compound
6558,Homogeneous halogen
6558,Inorganic anion
6558,Acyclic compound
6697,Hydrocarbon derivative
6697,Organonitrogen compound
6697,Organic anion
6697,Aliphatic acyclic compound
6720,Tertiary alcohol
6720,Hydrocarbon derivative
6720,Aliphatic acyclic compound
6726,Sulfone
6726,Hydrocarbon derivative
6726,Aliphatic acyclic compound
6775,Hydrolyzable tannin
6775,Galloyl ester
6775,Macrolide
6775,Gallic acid or derivatives
6775,Benzoate ester
6775,Tricarboxylic acid or derivatives
6775,Pyrogallol derivative
6775,Benzylether
6775,Benzoic acid or derivatives
6775,Benzenetriol
6775,"1,2-diphenol"
6775,Benzoyl
6775,Phenol
6775,Benzenoid
6775,Oxane
6775,Monosaccharide
6775,Monocyclic benzene moiety
6775,Secondary alcohol
6775,Polyol
6775,Lactone
6775,Carboxylic acid ester
6775,Oxacycle
6775,Organoheterocyclic compound
6775,Ether
6775,Carboxylic acid derivative
6775,Acetal
6775,Hydrocarbon derivative
6775,Organooxygen compound
6775,Carbonyl group
6775,Alcohol
6775,Aromatic heteropolycyclic compound
6782,Estrogen-skeleton
6782,17-hydroxysteroid
6782,16-hydroxysteroid
6782,16-beta-hydroxysteroid
6782,Hydroxysteroid
6782,3-hydroxysteroid
6782,Phenanthrene
6782,Tetralin
6782,Benzenoid
6782,Cyclic alcohol
6782,Secondary alcohol
6782,Polyol
6782,"1,2-diol"
6782,Hydrocarbon derivative
6782,Organooxygen compound
6782,Alcohol
6782,Aromatic homopolycyclic compound
6785,Flavone
6785,Chromone
6785,1-benzopyran
6785,Benzopyran
6785,Pyranone
6785,Benzenoid
6785,Pyran
6785,Monocyclic benzene moiety
6785,Heteroaromatic compound
6785,Oxacycle
6785,Organoheterocyclic compound
6785,Hydrocarbon derivative
6785,Organooxygen compound
6785,Aromatic heteropolycyclic compound
7050,Anthocyanidin-3-o-glycoside
7050,Flavonoid-3-o-glycoside
7050,Hydroxyflavonoid
7050,7-hydroxyflavonoid
7050,5-hydroxyflavonoid
7050,4'-hydroxyflavonoid
7050,3'-hydroxyflavonoid
7050,Anthocyanidin
7050,O-glycosyl compound
7050,Glycosyl compound
7050,Disaccharide
7050,1-benzopyran
7050,Benzopyran
7050,Resorcinol
7050,"1,2-diphenol"
7050,Phenol
7050,Benzenoid
7050,Oxane
7050,Saccharide
7050,Monocyclic benzene moiety
7050,Heteroaromatic compound
7050,Secondary alcohol
7050,Polyol
7050,"1,2-diol"
7050,Oxacycle
7050,Organoheterocyclic compound
7050,Ether
7050,Acetal
7050,Hydrocarbon derivative
7050,Organooxygen compound
7050,Alcohol
7050,Organic zwitterion
7050,Aromatic heteropolycyclic compound
7104,"1,4-benzodiazepine"
7104,Halobenzene
7104,Chlorobenzene
7104,Benzenoid
7104,Monocyclic benzene moiety
7104,Aryl halide
7104,Aryl chloride
7104,Tertiary carboxylic acid amide
7104,Tertiary amine
7104,Lactam
7104,Ketimine
7104,Carboxamide group
7104,Azacycle
7104,"Organic 1,3-dipolar compound"
7104,"Propargyl-type 1,3-dipolar organic compound"
7104,Carboxylic acid derivative
7104,Hydrocarbon derivative
7104,Organooxygen compound
7104,Organonitrogen compound
7104,Organochloride
7104,Organohalogen compound
7104,Imine
7104,Carbonyl group
7104,Amine
7104,Aromatic heteropolycyclic compound
7106,Fatty alcohol
7106,Hydrocarbon derivative
7106,Primary alcohol
7106,Organooxygen compound
7106,Alcohol
7106,Aliphatic acyclic compound
7107,Long chain fatty alcohol
7107,Hydrocarbon derivative
7107,Primary alcohol
7107,Organooxygen compound
7107,Alcohol
7107,Aliphatic acyclic compound
7127,Very long-chain fatty acid
7127,Straight chain fatty acid
7127,Monocarboxylic acid or derivatives
7127,Carboxylic acid
7127,Carboxylic acid derivative
7127,Hydrocarbon derivative
7127,Organooxygen compound
7127,Carbonyl group
7127,Aliphatic acyclic compound
7129,Very long-chain fatty acid
7129,Straight chain fatty acid
7129,Monocarboxylic acid or derivatives
7129,Carboxylic acid
7129,Carboxylic acid derivative
7129,Hydrocarbon derivative
7129,Organooxygen compound
7129,Carbonyl group
7129,Aliphatic acyclic compound
7193,Methoxybenzene
7193,Phenol ether
7193,Benzoyl
7193,Benzaldehyde
7193,Anisole
7193,Aryl-aldehyde
7193,Alkyl aryl ether
7193,Ether
7193,Hydrocarbon derivative
7193,Organooxygen compound
7193,Carbonyl group
7193,Aldehyde
7193,Aromatic homomonocyclic compound
7312,Purine
7312,Pyrimidine
7312,Heteroaromatic compound
7312,Imidazole
7312,Azole
7312,Azacycle
7312,Hydrocarbon derivative
7312,Organonitrogen compound
7312,Aromatic heteropolycyclic compound
7412,Pyrimidine nucleoside
7412,N-glycosyl compound
7412,Glycosyl compound
7412,Pyrimidone
7412,Pyrimidine
7412,Monosaccharide
7412,Hydropyrimidine
7412,Saccharide
7412,Heteroaromatic compound
7412,Vinylogous amide
7412,Oxolane
7412,Urea
7412,Secondary alcohol
7412,Lactam
7412,"1,2-diol"
7412,Oxacycle
7412,Azacycle
7412,Organoheterocyclic compound
7412,Ether
7412,Hydrocarbon derivative
7412,Primary alcohol
7412,Organooxygen compound
